숙소_id,숙소_url,etc
9161068,https://www.airbnb.com/rooms/9161068,침대 1개 · 공용 욕실
9354241,https://www.airbnb.com/rooms/9354241,침대 1개 · 공용 욕실
9355511,https://www.airbnb.com/rooms/9355511,침대 1개 · 공용 욕실
9355547,https://www.airbnb.com/rooms/9355547,침대 1개 · 공용 욕실
9362169,https://www.airbnb.com/rooms/9362169,더블 침대 1개 · 공용 욕실
9286629,https://www.airbnb.com/rooms/9286629,침대 1개 · 공용 욕실
9181205,https://www.airbnb.com/rooms/9181205,침대 2개 · 공용 욕실
9299494,https://www.airbnb.com/rooms/9299494,침대 1개 · 공용 욕실
9300045,https://www.airbnb.com/rooms/9300045,침대 1개 · 공용 화장실
9196630,https://www.airbnb.com/rooms/9196630,침대 4개 · 공용 욕실
9199660,https://www.airbnb.com/rooms/9199660,침대 1개 · 공용 욕실
9199800,https://www.airbnb.com/rooms/9199800,침실 1개 · 공용 욕실
9317643,https://www.airbnb.com/rooms/9317643,N/A
9321823,https://www.airbnb.com/rooms/9321823,N/A
9208941,https://www.airbnb.com/rooms/9208941,침대 1개 · 공용 욕실
9383911,https://www.airbnb.com/rooms/9383911,더블 침대 1개 · 공용 욕실
9324720,https://www.airbnb.com/rooms/9324720,침대 2개 · 공용 욕실
9385813,https://www.airbnb.com/rooms/9385813,침대 1개 · 공용 욕실
9324763,https://www.airbnb.com/rooms/9324763,최대 인원 2명 · 원룸 · 욕실 1개
9225229,https://www.airbnb.com/rooms/9225229,소파 베드 1개 · 공용 욕실
9330042,https://www.airbnb.com/rooms/9330042,침대 1개 · 공용 욕실
9396995,https://www.airbnb.com/rooms/9396995,침대 1개 · 공용 욕실
9399796,https://www.airbnb.com/rooms/9399796,침대 1개 · 공용 욕실
9338816,https://www.airbnb.com/rooms/9338816,침대 1개 · 공용 욕실
9407498,https://www.airbnb.com/rooms/9407498,퀸사이즈 침대 1개 · 공용 욕실
9230205,https://www.airbnb.com/rooms/9230205,침대 1개 · 공용 욕실
9235940,https://www.airbnb.com/rooms/9235940,침대 1개 · 공용 욕실
9420390,https://www.airbnb.com/rooms/9420390,침대 1개 · 공용 욕실
9423291,https://www.airbnb.com/rooms/9423291,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
9537720,https://www.airbnb.com/rooms/9537720,더블 침대 1개 · 공용 욕실
9538044,https://www.airbnb.com/rooms/9538044,침대 1개 · 공용 욕실
9427561,https://www.airbnb.com/rooms/9427561,더블 침대 1개 · 공용 욕실
9469841,https://www.airbnb.com/rooms/9469841,침대 1개 · 공용 욕실
9542660,https://www.airbnb.com/rooms/9542660,침대 1개 · 공용 욕실
9547347,https://www.airbnb.com/rooms/9547347,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
9557242,https://www.airbnb.com/rooms/9557242,침대 1개 · 공용 욕실
9481581,https://www.airbnb.com/rooms/9481581,N/A
9568906,https://www.airbnb.com/rooms/9568906,침대 1개 · 공용 욕실
9569373,https://www.airbnb.com/rooms/9569373,침대 1개 · 공용 욕실
9459279,https://www.airbnb.com/rooms/9459279,침대 1개 · 공용 욕실
9461001,https://www.airbnb.com/rooms/9461001,더블 침대 1개 · 공용 욕실
9620339,https://www.airbnb.com/rooms/9620339,침대 1개 · 공용 욕실
9575793,https://www.airbnb.com/rooms/9575793,침대 1개 · 공용 욕실
9488431,https://www.airbnb.com/rooms/9488431,침대 1개 · 공용 욕실
9488560,https://www.airbnb.com/rooms/9488560,침대 1개 · 공용 욕실
9623063,https://www.airbnb.com/rooms/9623063,침대 1개 · 공용 욕실
9625082,https://www.airbnb.com/rooms/9625082,침대 1개 · 공용 욕실
9493277,https://www.airbnb.com/rooms/9493277,침대 1개 · 공용 욕실
9639711,https://www.airbnb.com/rooms/9639711,침대 1개 · 공용 욕실
9641744,https://www.airbnb.com/rooms/9641744,침대 1개 · 공용 욕실
9501965,https://www.airbnb.com/rooms/9501965,침대 1개 · 공용 욕실
9644846,https://www.airbnb.com/rooms/9644846,더블 침대 1개 · 공용 욕실
9505611,https://www.airbnb.com/rooms/9505611,침대 1개 · 공용 욕실
