숙소_id,숙소_url,etc
15473002,https://www.airbnb.com/rooms/15473002,더블 침대 1개 · 공용 욕실
15637229,https://www.airbnb.com/rooms/15637229,퀸사이즈 침대 1개 · 침실에 딸린 전용 욕실
15638470,https://www.airbnb.com/rooms/15638470,침대 1개 · 공용 욕실
15757905,https://www.airbnb.com/rooms/15757905,침대 2개 · 공용 욕실
15506112,https://www.airbnb.com/rooms/15506112,침대 1개 · 공용 욕실
15638875,https://www.airbnb.com/rooms/15638875,더블 침대 1개 · 공용 욕실
15640976,https://www.airbnb.com/rooms/15640976,퀸사이즈 침대 1개 · 공용 욕실
15508795,https://www.airbnb.com/rooms/15508795,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
15508884,https://www.airbnb.com/rooms/15508884,퀸사이즈 침대 1개 · 공용 욕실
15644934,https://www.airbnb.com/rooms/15644934,N/A
15768116,https://www.airbnb.com/rooms/15768116,더블 침대 1개 · 공용 욕실
15646389,https://www.airbnb.com/rooms/15646389,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
15772101,https://www.airbnb.com/rooms/15772101,침대 1개 · 공용 욕실
15516889,https://www.airbnb.com/rooms/15516889,침실 1개 · 공용 욕실
15661596,https://www.airbnb.com/rooms/15661596,N/A
15793845,https://www.airbnb.com/rooms/15793845,더블 침대 1개 · 공용 욕실
15795982,https://www.airbnb.com/rooms/15795982,침대 1개 · 공용 욕실
15695715,https://www.airbnb.com/rooms/15695715,퀸사이즈 침대 1개 · 공용 욕실
15796636,https://www.airbnb.com/rooms/15796636,더블 침대 2개 · 공용 욕실
15530313,https://www.airbnb.com/rooms/15530313,침대 1개 · 공용 욕실
15802440,https://www.airbnb.com/rooms/15802440,N/A
15701248,https://www.airbnb.com/rooms/15701248,침대 1개 · 공용 욕실
15701720,https://www.airbnb.com/rooms/15701720,침대 1개 · 공용 욕실
15706201,https://www.airbnb.com/rooms/15706201,더블 침대 1개 · 공용 욕실
15534291,https://www.airbnb.com/rooms/15534291,침대 1개 · 공용 욕실
