호스트_id,숙소_url,etc
2396731,https://www.airbnb.com/rooms/2396731,소파 베드 1개 · 공용 욕실
2280235,https://www.airbnb.com/rooms/2280235,싱글 침대 1개 · 공용 욕실
2565961,https://www.airbnb.com/rooms/2565961,N/A
2569782,https://www.airbnb.com/rooms/2569782,침실 1개 · 공용 욕실
2446110,https://www.airbnb.com/rooms/2446110,침대 1개 · 공용 욕실
2447109,https://www.airbnb.com/rooms/2447109,침대 1개 · 공용 욕실
2294693,https://www.airbnb.com/rooms/2294693,더블 침대 1개 · 공용 욕실
2304114,https://www.airbnb.com/rooms/2304114,침대 1개 · 공용 욕실
2317293,https://www.airbnb.com/rooms/2317293,침대 2개 · 공용 욕실
2596246,https://www.airbnb.com/rooms/2596246,더블 침대 1개 · 공용 욕실
2596483,https://www.airbnb.com/rooms/2596483,침대 1개 · 공용 욕실
2332011,https://www.airbnb.com/rooms/2332011,침대 1개 · 공용 욕실
2341477,https://www.airbnb.com/rooms/2341477,침대 1개 · 공용 욕실
2349016,https://www.airbnb.com/rooms/2349016,더블 침대 1개 · 공용 욕실
2488090,https://www.airbnb.com/rooms/2488090,N/A
2744696,https://www.airbnb.com/rooms/2744696,N/A
2618124,https://www.airbnb.com/rooms/2618124,퀸사이즈 침대 1개 · 전용 욕실
2517336,https://www.airbnb.com/rooms/2517336,더블 침대 1개 · 공용 욕실
2757957,https://www.airbnb.com/rooms/2757957,침대 1개 · 공용 욕실
2631426,https://www.airbnb.com/rooms/2631426,N/A
2775878,https://www.airbnb.com/rooms/2775878,N/A
2545245,https://www.airbnb.com/rooms/2545245,더블 침대 1개 · 공용 욕실
2549835,https://www.airbnb.com/rooms/2549835,침대 1개 · 공용 욕실
2814945,https://www.airbnb.com/rooms/2814945,침대 1개 · 공용 욕실
2837746,https://www.airbnb.com/rooms/2837746,침실 1개 · 공용 욕실
2680557,https://www.airbnb.com/rooms/2680557,침대 1개 · 공용 욕실
2684798,https://www.airbnb.com/rooms/2684798,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3015840,https://www.airbnb.com/rooms/3015840,침대 1개 · 공용 욕실
3017927,https://www.airbnb.com/rooms/3017927,더블 침대 1개 · 공용 욕실
2853511,https://www.airbnb.com/rooms/2853511,퀸사이즈 침대 1개 · 공용 욕실
2856792,https://www.airbnb.com/rooms/2856792,최대 인원 2명 · 원룸 · 욕실 1개
3035665,https://www.airbnb.com/rooms/3035665,침대 1개 · 공용 욕실
2867273,https://www.airbnb.com/rooms/2867273,더블 침대 1개 · 전용 욕실
2868232,https://www.airbnb.com/rooms/2868232,소파 베드 1개 · 공용 욕실
2869074,https://www.airbnb.com/rooms/2869074,N/A
2900583,https://www.airbnb.com/rooms/2900583,침대 1개 · 공용 욕실
2716634,https://www.airbnb.com/rooms/2716634,더블 침대 1개 · 공용 욕실
2917011,https://www.airbnb.com/rooms/2917011,침대 1개 · 공용 욕실
2721893,https://www.airbnb.com/rooms/2721893,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
2729885,https://www.airbnb.com/rooms/2729885,킹사이즈 침대 1개 · 침실에 딸린 전용 욕실
3111356,https://www.airbnb.com/rooms/3111356,N/A
3113465,https://www.airbnb.com/rooms/3113465,침대 1개 · 공용 욕실
3118614,https://www.airbnb.com/rooms/3118614,침실 0개 · 공용 욕실
3120258,https://www.airbnb.com/rooms/3120258,침대 1개 · 공용 욕실
2962834,https://www.airbnb.com/rooms/2962834,침대 1개 · 공용 욕실
3330928,https://www.airbnb.com/rooms/3330928,더블 침대 1개 · 공용 욕실
3141762,https://www.airbnb.com/rooms/3141762,침대 1개 · 공용 욕실
3146648,https://www.airbnb.com/rooms/3146648,침대 1개 · 공용 욕실
3203717,https://www.airbnb.com/rooms/3203717,침실 1개 · 공용 욕실
3344106,https://www.airbnb.com/rooms/3344106,싱글 침대 1개 · 공용 욕실
3347023,https://www.airbnb.com/rooms/3347023,최대 인원 3명 · 원룸 · 욕실 1개
3176387,https://www.airbnb.com/rooms/3176387,N/A
3348568,https://www.airbnb.com/rooms/3348568,N/A
3227153,https://www.airbnb.com/rooms/3227153,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1.5개
3349899,https://www.airbnb.com/rooms/3349899,침대 1개 · 공용 욕실
3229925,https://www.airbnb.com/rooms/3229925,침대 1개 · 공용 욕실
3235314,https://www.airbnb.com/rooms/3235314,최대 인원 3명 · 원룸 · 욕실 1개
3450212,https://www.airbnb.com/rooms/3450212,킹사이즈 침대 1개 · 전용 욕실
3356929,https://www.airbnb.com/rooms/3356929,킹사이즈 침대 1개 · 공용 욕실
3240415,https://www.airbnb.com/rooms/3240415,침대 1개 · 공용 욕실
3267020,https://www.airbnb.com/rooms/3267020,N/A
3267967,https://www.airbnb.com/rooms/3267967,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3492448,https://www.airbnb.com/rooms/3492448,N/A
3497202,https://www.airbnb.com/rooms/3497202,침대 1개 · 공용 욕실
3281207,https://www.airbnb.com/rooms/3281207,퀸사이즈 침대 1개 · 공용 욕실
3400832,https://www.airbnb.com/rooms/3400832,침대 1개 · 공용 욕실
3410651,https://www.airbnb.com/rooms/3410651,침대 1개 · 공용 욕실
3506033,https://www.airbnb.com/rooms/3506033,침대 1개 · 공용 욕실
3293399,https://www.airbnb.com/rooms/3293399,침대 2개 · 전용 욕실
3510729,https://www.airbnb.com/rooms/3510729,침대 1개 · 공용 욕실
3519254,https://www.airbnb.com/rooms/3519254,더블 침대 1개 · 공용 욕실
3302733,https://www.airbnb.com/rooms/3302733,침대 2개 · 공용 욕실
3318930,https://www.airbnb.com/rooms/3318930,더블 침대 1개 · 공용 욕실
3531327,https://www.airbnb.com/rooms/3531327,침대 1개 · 공용 욕실
3321096,https://www.airbnb.com/rooms/3321096,침실 1개 · 공용 욕실
3433786,https://www.airbnb.com/rooms/3433786,침대 1개 · 공용 욕실
3437352,https://www.airbnb.com/rooms/3437352,침대 1개 · 공용 욕실
3538401,https://www.airbnb.com/rooms/3538401,킹사이즈 침대 1개 · 공용 욕실
3541012,https://www.airbnb.com/rooms/3541012,침대 1개 · 공용 욕실
3701055,https://www.airbnb.com/rooms/3701055,침대 1개 · 공용 욕실
